record_id,delivery_id,package_type,vehicle_type,region,weather_condition,distance_km,distance_group,delivery_time_hours_clean,expected_time_hours_clean,delayed,delivery_status,delivery_rating,delivery_cost
2885,2885,pharmacy,ev bike,west,hot,18.9,0–49 km,1,24,no,delivered,4,227.52
2886,2886,cosmetics,ev bike,east,cold,23.3,0–49 km,1,2,no,delivered,5,310.8
2887,2887,furniture,ev van,west,stormy,203.2,200–249 km,8,24,no,delivered,4,1020.14
2888,2888,clothing,bike,east,rainy,57.9,50–99 km,6,8,no,delivered,3,511.57
2889,2889,electronics,van,east,clear,25.5,0–49 km,3,16,no,delivered,4,186.54
2890,2890,electronics,van,east,rainy,297.1,250+ km,12,24,no,delivered,5,1514.53
2891,2891,groceries,van,west,foggy,214.5,200–249 km,7,8,no,delivered,3,1246.39
2892,2892,fragile items,scooter,north,foggy,181.1,150–199 km,7,8,no,delivered,3,1104.23
2893,2893,fragile items,scooter,central,stormy,164.6,150–199 km,12,5,yes,failed,2,895.59
2894,2894,fragile items,ev van,north,foggy,287.3,250+ km,11,24,no,delivered,4,1579.78
2895,2895,cosmetics,ev van,west,rainy,185,150–199 km,10,8,yes,delayed,2,1158.23
2896,2896,electronics,ev bike,central,hot,11.8,0–49 km,2,24,no,delivered,4,205.25
2897,2897,fragile items,truck,south,stormy,177.2,150–199 km,12,24,no,delivered,3,929.47
2898,2898,automobile parts,van,east,clear,129.8,100–149 km,5,8,no,delivered,5,820.7
2899,2899,fragile items,ev bike,east,stormy,297.1,250+ km,12,24,no,delivered,5,1628.22
2900,2900,furniture,ev van,north,clear,146.1,100–149 km,6,4,yes,delayed,2,869
2901,2901,clothing,van,west,hot,235.1,200–249 km,6,24,no,delivered,4,1301.5
2902,2902,automobile parts,truck,central,rainy,245.7,200–249 km,8,8,yes,delayed,2,1329.16
2903,2903,clothing,ev van,central,stormy,16.5,0–49 km,5,24,no,delivered,3,160.92
2904,2904,fragile items,ev van,central,clear,289.1,250+ km,6,7,no,delivered,4,1631.67
2905,2905,automobile parts,scooter,east,cold,156.4,150–199 km,4,5,no,delivered,4,946.9
2906,2906,automobile parts,scooter,west,clear,249,200–249 km,6,6,no,delivered,3,1309.16
2907,2907,furniture,scooter,south,stormy,192.6,150–199 km,9,8,yes,delayed,2,1183.06
2908,2908,fragile items,bike,south,stormy,135.8,100–149 km,7,16,no,delivered,4,724.33
2909,2909,fragile items,ev bike,central,clear,82.9,50–99 km,2,8,no,delivered,5,610.14
2910,2910,automobile parts,van,south,cold,57.2,50–99 km,3,3,yes,delayed,2,391.47
2911,2911,groceries,bike,west,foggy,213.9,200–249 km,10,8,yes,delayed,2,1300.15
2912,2912,pharmacy,scooter,central,hot,24.2,0–49 km,1,8,no,delivered,4,349.07
2913,2913,fragile items,truck,west,foggy,73.8,50–99 km,4,24,no,delivered,4,508.47
2914,2914,documents,ev van,north,rainy,158.1,150–199 km,9,5,yes,delayed,3,921.86
2915,2915,documents,truck,central,rainy,66.7,50–99 km,5,8,no,delivered,4,517.56
2916,2916,groceries,truck,south,clear,165.4,150–199 km,4,16,no,delivered,4,846.26
2917,2917,groceries,scooter,central,foggy,109,100–149 km,6,24,no,delivered,3,641.51
2918,2918,cosmetics,scooter,north,stormy,81.5,50–99 km,9,8,yes,delayed,2,652.43
2919,2919,automobile parts,ev bike,south,stormy,215,200–249 km,10,24,no,delivered,4,1203.7
2920,2920,clothing,ev bike,west,rainy,73.5,50–99 km,5,24,no,delivered,5,424.89
2921,2921,documents,ev van,north,foggy,60,50–99 km,6,24,no,delivered,5,337.95
2922,2922,automobile parts,truck,south,stormy,51.7,50–99 km,5,24,no,delivered,4,311.3
2923,2923,pharmacy,scooter,central,rainy,61.6,50–99 km,6,24,no,delivered,5,431.96
2924,2924,clothing,truck,central,hot,4.8,0–49 km,2,8,no,delivered,4,206.83
2925,2925,pharmacy,ev van,east,rainy,214.9,200–249 km,11,16,no,delivered,3,1111.04
2926,2926,fragile items,scooter,central,cold,170.1,150–199 km,6,16,no,delivered,5,940.8
2927,2927,groceries,ev van,west,rainy,15.3,0–49 km,2,8,no,delivered,4,227.02
2928,2928,furniture,ev van,central,rainy,145.3,100–149 km,7,24,no,delivered,5,817.43
2929,2929,pharmacy,ev bike,east,cold,250.7,250+ km,7,16,no,delivered,5,1307.08
2930,2930,fragile items,truck,south,clear,144.3,100–149 km,5,8,no,delivered,5,934.78
2931,2931,pharmacy,van,central,clear,297.1,250+ km,13,24,no,delivered,4,1575.12
2932,2932,automobile parts,ev van,east,rainy,31.6,0–49 km,3,8,no,delivered,5,339.27
2933,2933,cosmetics,bike,east,rainy,184.6,150–199 km,9,8,yes,delayed,2,1029.48
2934,2934,groceries,ev bike,west,stormy,158.4,150–199 km,7,5,yes,delayed,3,983.15
2935,2935,furniture,van,central,cold,176.1,150–199 km,7,8,no,delivered,4,988.93
2936,2936,cosmetics,truck,central,clear,155.9,150–199 km,7,8,no,delivered,5,899.18
2937,2937,electronics,van,south,stormy,169.2,150–199 km,11,8,yes,delayed,3,961.42
2938,2938,documents,bike,south,rainy,273,250+ km,14,7,yes,failed,1,1446.02
2939,2939,documents,ev van,central,hot,109.9,100–149 km,5,16,no,delivered,3,614.39
2940,2940,fragile items,ev bike,south,rainy,198.3,150–199 km,8,8,yes,delayed,2,1099.12
2941,2941,fragile items,truck,west,rainy,67.4,50–99 km,6,3,yes,failed,1,435.84
2942,2942,fragile items,bike,west,clear,107.2,100–149 km,5,16,no,delivered,3,650.06
2943,2943,electronics,ev bike,east,clear,161.7,150–199 km,4,24,no,delivered,5,911.19
2944,2944,documents,ev van,west,cold,212.9,200–249 km,9,16,no,delivered,3,1073.68
2945,2945,documents,ev bike,west,foggy,274.1,250+ km,11,8,yes,delayed,2,1592.78
2946,2946,electronics,scooter,north,cold,211.4,200–249 km,8,8,yes,delayed,2,1214.99
2947,2947,documents,scooter,north,cold,207.1,200–249 km,7,6,yes,failed,1,1208.71
2948,2948,groceries,van,east,stormy,128.9,100–149 km,9,4,yes,failed,1,756.21
2949,2949,fragile items,bike,central,stormy,71.8,50–99 km,9,16,no,delivered,4,497.33
2950,2950,clothing,truck,south,cold,213.3,200–249 km,7,8,no,delivered,5,1296.7
2951,2951,fragile items,van,east,hot,112.7,100–149 km,5,24,no,delivered,4,610.57
2952,2952,fragile items,truck,east,rainy,262.5,250+ km,10,16,no,delivered,3,1403.16
2953,2953,clothing,ev van,west,cold,258.7,250+ km,5,24,no,delivered,4,1360.16
2954,2954,documents,truck,north,cold,24.5,0–49 km,2,2,no,delivered,4,241.17
2955,2955,furniture,van,west,clear,12.5,0–49 km,3,2,yes,delayed,2,178.98
2956,2956,automobile parts,ev bike,west,hot,138.8,100–149 km,4,4,no,delivered,4,841.08
2957,2957,fragile items,van,south,clear,68.1,50–99 km,3,3,yes,failed,1,452.33
2958,2958,automobile parts,ev bike,north,rainy,72.6,50–99 km,3,24,no,delivered,3,460.74
2959,2959,documents,ev van,west,stormy,123.8,100–149 km,10,8,yes,delayed,2,764.51
2960,2960,automobile parts,ev van,north,hot,234.7,200–249 km,8,8,yes,delayed,3,1408.14
2961,2961,automobile parts,truck,south,rainy,50.4,50–99 km,6,16,no,delivered,4,388.95
2962,2962,pharmacy,van,east,stormy,285.7,250+ km,15,7,yes,failed,2,1581.94
2963,2963,clothing,van,north,clear,182.2,150–199 km,5,8,no,delivered,4,1098
2964,2964,documents,truck,north,foggy,229.9,200–249 km,10,24,no,delivered,4,1245.65
2965,2965,clothing,ev van,west,rainy,48.3,0–49 km,3,2,yes,delayed,2,349.01
2966,2966,fragile items,ev van,west,cold,45.9,0–49 km,2,8,no,delivered,4,392.86
2967,2967,documents,truck,central,hot,95.6,50–99 km,4,3,yes,delayed,3,604.68
2968,2968,cosmetics,scooter,east,foggy,268.5,250+ km,5,16,no,delivered,5,1388.94
2969,2969,documents,van,north,foggy,251.2,250+ km,11,7,yes,failed,2,1347.97
2970,2970,automobile parts,scooter,east,cold,80.5,50–99 km,4,24,no,delivered,5,482.12
2971,2971,cosmetics,scooter,north,cold,125.5,100–149 km,4,16,no,delivered,3,726.56
2972,2972,groceries,bike,north,hot,150.4,150–199 km,5,8,no,delivered,3,926.01
2973,2973,furniture,ev bike,south,stormy,98.1,50–99 km,8,24,no,delivered,4,522.6
2974,2974,electronics,ev bike,north,foggy,285.1,250+ km,9,16,no,delivered,3,1482.14
2975,2975,clothing,scooter,central,stormy,204.1,200–249 km,13,24,no,delivered,3,1126.55
2976,2976,automobile parts,ev bike,west,hot,129.9,100–149 km,3,16,no,delivered,4,767.19
2977,2977,fragile items,bike,east,clear,3.6,0–49 km,1,2,no,delivered,5,180.38
2978,2978,fragile items,scooter,north,clear,18.3,0–49 km,2,2,no,delivered,5,241.28
2979,2979,pharmacy,scooter,north,foggy,164.8,150–199 km,6,24,no,delivered,5,859.4
2980,2980,clothing,bike,north,stormy,226.9,200–249 km,14,24,no,delivered,5,1195.94
2981,2981,electronics,ev bike,west,rainy,185.3,150–199 km,7,16,no,delivered,5,1010.29
2982,2982,cosmetics,bike,west,clear,243.6,200–249 km,6,6,no,delivered,5,1411.97
2983,2983,documents,van,west,stormy,232.4,200–249 km,7,8,no,delivered,5,1289.48
2984,2984,electronics,van,north,rainy,241.2,200–249 km,10,6,yes,delayed,2,1346.54
2985,2985,electronics,truck,south,clear,183.1,150–199 km,6,5,yes,failed,1,1026.4
2986,2986,pharmacy,scooter,east,foggy,258.9,250+ km,13,7,yes,delayed,2,1407.53
2987,2987,fragile items,van,east,cold,101.8,100–149 km,5,4,yes,delayed,3,671.8
2988,2988,groceries,ev bike,north,clear,47,0–49 km,3,8,no,delivered,4,434.24
2989,2989,automobile parts,van,east,foggy,240.4,200–249 km,8,6,yes,delayed,2,1331.92
2990,2990,groceries,ev van,south,cold,90.2,50–99 km,5,16,no,delivered,5,460.9
2991,2991,cosmetics,van,north,clear,69.8,50–99 km,1,16,no,delivered,5,363.28
2992,2992,documents,ev bike,central,cold,167.4,150–199 km,4,8,no,delivered,4,1015.69
2993,2993,pharmacy,bike,north,hot,168.9,150–199 km,6,24,no,delivered,5,971.07
2994,2994,documents,ev van,west,clear,23.5,0–49 km,1,16,no,delivered,3,192.56
2995,2995,fragile items,van,north,foggy,187.7,150–199 km,8,8,yes,failed,1,1123.37
2996,2996,furniture,ev van,north,clear,69.1,50–99 km,2,8,no,delivered,4,594.57
2997,2997,electronics,ev bike,central,foggy,40.8,0–49 km,3,8,no,delivered,5,341.02
2998,2998,documents,ev bike,south,cold,289.5,250+ km,7,8,no,delivered,5,1626.94
2999,2999,groceries,bike,north,cold,88.2,50–99 km,4,8,no,delivered,5,655.9
3000,3000,furniture,truck,east,clear,124.1,100–149 km,5,24,no,delivered,5,763.33
3001,3001,documents,ev bike,south,hot,43.8,0–49 km,2,16,no,delivered,3,342.72
3002,3002,pharmacy,ev bike,west,cold,284.1,250+ km,5,16,no,delivered,3,1500.51
3003,3003,automobile parts,van,east,stormy,5.7,0–49 km,5,16,no,delivered,4,126.09
3004,3004,cosmetics,truck,east,stormy,3.8,0–49 km,6,8,no,delivered,5,240.68
3005,3005,documents,scooter,north,stormy,122.3,100–149 km,6,4,yes,failed,1,715.47
3006,3006,cosmetics,van,south,stormy,37.2,0–49 km,3,2,yes,delayed,3,355.61
3007,3007,automobile parts,van,north,rainy,59.2,50–99 km,6,16,no,delivered,5,377.78
3008,3008,documents,bike,central,clear,87,50–99 km,3,24,no,delivered,5,483.75
3009,3009,documents,ev van,north,clear,141.3,100–149 km,6,8,no,delivered,5,873.25
3010,3010,electronics,truck,central,foggy,267.1,250+ km,8,8,yes,delayed,3,1573.41
3011,3011,fragile items,scooter,central,hot,127.2,100–149 km,2,24,no,delivered,3,723.78
3012,3012,fragile items,ev van,west,cold,237,200–249 km,7,24,no,delivered,4,1323.36
3013,3013,groceries,ev bike,central,rainy,288.2,250+ km,12,24,no,delivered,5,1581.58
3014,3014,fragile items,ev bike,central,rainy,253.4,250+ km,9,16,no,delivered,3,1366.24
3015,3015,pharmacy,ev van,central,clear,256.1,250+ km,7,7,yes,delayed,2,1340.52
3016,3016,automobile parts,van,south,cold,239.9,200–249 km,11,24,no,delivered,4,1338.13
3017,3017,automobile parts,van,west,clear,35.3,0–49 km,1,16,no,delivered,4,289.24
3018,3018,automobile parts,truck,south,stormy,52.1,50–99 km,7,8,no,delivered,5,422.6
3019,3019,groceries,ev van,north,clear,83,50–99 km,4,24,no,delivered,5,483.61
3020,3020,pharmacy,ev bike,south,cold,202.8,200–249 km,7,6,yes,delayed,2,1068.44
3021,3021,clothing,ev bike,central,cold,126.3,100–149 km,3,4,no,delivered,4,812.3
3022,3022,automobile parts,ev bike,north,hot,151.3,150–199 km,7,5,yes,delayed,3,945.52
3023,3023,documents,bike,east,rainy,244,200–249 km,8,16,no,delivered,3,1237.13
3024,3024,furniture,van,north,foggy,10.9,0–49 km,4,16,no,delivered,3,169.04
3025,3025,pharmacy,van,east,cold,259.8,250+ km,7,24,no,delivered,5,1379.25
3026,3026,fragile items,van,central,cold,169.7,150–199 km,7,5,yes,delayed,2,921.75
3027,3027,cosmetics,ev van,central,clear,177.9,150–199 km,4,8,no,delivered,4,1090.45
3028,3028,automobile parts,van,central,cold,84.9,50–99 km,4,24,no,delivered,5,542.46
3029,3029,cosmetics,ev van,central,foggy,50.3,50–99 km,3,8,no,delivered,5,433.52
3030,3030,fragile items,ev van,east,cold,172,150–199 km,5,24,no,delivered,4,885.83
3031,3031,pharmacy,van,north,foggy,252.8,250+ km,15,8,yes,delayed,2,1508.84
3032,3032,groceries,scooter,west,clear,227,200–249 km,5,24,no,delivered,5,1208.02
3033,3033,automobile parts,ev bike,east,foggy,240.1,200–249 km,11,8,yes,failed,2,1443
3034,3034,groceries,ev van,south,hot,101.9,100–149 km,6,4,yes,failed,1,616.38
3035,3035,pharmacy,van,west,hot,189,150–199 km,5,16,no,delivered,3,1028.1
3036,3036,documents,scooter,north,stormy,170,150–199 km,9,24,no,delivered,5,930.16
3037,3037,furniture,truck,north,cold,27.6,0–49 km,2,16,no,delivered,4,161.7
3038,3038,groceries,ev van,east,hot,162.2,150–199 km,4,5,no,delivered,4,1000.68
3039,3039,documents,truck,north,stormy,3.6,0–49 km,7,2,yes,delayed,2,154.76
3040,3040,fragile items,van,west,cold,220.9,200–249 km,7,8,no,delivered,5,1329.78
3041,3041,cosmetics,van,west,rainy,266.8,250+ km,11,8,yes,failed,2,1440.27
3042,3042,cosmetics,ev bike,west,clear,266.4,250+ km,7,16,no,delivered,5,1341.99
3043,3043,electronics,van,north,cold,97.8,50–99 km,2,16,no,delivered,4,549.51
3044,3044,documents,ev bike,west,hot,183.6,150–199 km,5,24,no,delivered,5,1062.9
3045,3045,clothing,ev van,central,hot,224.1,200–249 km,4,6,no,delivered,4,1300.55
3046,3046,cosmetics,ev bike,central,foggy,192.5,150–199 km,11,16,no,delivered,5,1084.72
3047,3047,automobile parts,ev van,north,stormy,5.1,0–49 km,7,16,no,delivered,4,140.25
3048,3048,groceries,ev bike,south,stormy,157.9,150–199 km,11,16,no,delivered,5,884.51
3049,3049,documents,ev van,north,stormy,155,150–199 km,12,16,no,delivered,5,878.68
3050,3050,pharmacy,bike,south,rainy,243,200–249 km,13,8,yes,delayed,2,1373.92
3051,3051,automobile parts,van,central,foggy,241.4,200–249 km,9,16,no,delivered,4,1339.48
3052,3052,groceries,scooter,north,rainy,198,150–199 km,13,8,yes,delayed,2,1141.66
3053,3053,documents,ev van,east,foggy,47.4,0–49 km,6,16,no,delivered,5,295.11
3054,3054,furniture,scooter,central,stormy,168.3,150–199 km,8,5,yes,delayed,3,917.03
3055,3055,automobile parts,ev van,central,rainy,265.9,250+ km,11,16,no,delivered,5,1336.28
3056,3056,cosmetics,ev bike,east,foggy,49.7,0–49 km,2,24,no,delivered,4,281.92
3057,3057,furniture,bike,east,foggy,257.4,250+ km,11,16,no,delivered,5,1303.47
3058,3058,cosmetics,ev bike,east,rainy,25.8,0–49 km,6,16,no,delivered,4,208.74
3059,3059,electronics,van,west,hot,289,250+ km,7,16,no,delivered,4,1491.68
3060,3060,cosmetics,scooter,central,clear,289.5,250+ km,6,16,no,delivered,5,1507.77
3061,3061,electronics,ev van,east,stormy,295.2,250+ km,12,7,yes,delayed,2,1596.05
3062,3062,groceries,ev bike,east,clear,102.9,100–149 km,3,4,no,delivered,3,612.14
3063,3063,groceries,ev bike,central,foggy,256.2,250+ km,8,24,no,delivered,4,1307.94
3064,3064,cosmetics,scooter,south,stormy,103.7,100–149 km,9,24,no,delivered,5,535.27
3065,3065,documents,truck,north,foggy,31.2,0–49 km,3,16,no,delivered,3,289.08
3066,3066,documents,van,south,foggy,129.9,100–149 km,8,24,no,delivered,5,701.4
3067,3067,fragile items,truck,west,stormy,240.8,200–249 km,9,24,no,delivered,5,1264.12
3068,3068,furniture,van,east,clear,8.3,0–49 km,3,2,yes,delayed,2,217.68
3069,3069,cosmetics,truck,central,cold,132.9,100–149 km,5,4,yes,delayed,3,769.16
3070,3070,pharmacy,ev bike,west,foggy,181.3,150–199 km,7,16,no,delivered,5,1020.71
3071,3071,pharmacy,scooter,east,clear,244.9,200–249 km,5,24,no,delivered,5,1257.26
3072,3072,cosmetics,bike,central,foggy,75.6,50–99 km,3,24,no,delivered,4,389.4
3073,3073,cosmetics,bike,west,foggy,33.8,0–49 km,3,2,yes,delayed,2,336.42
3074,3074,automobile parts,ev van,north,rainy,61.6,50–99 km,4,8,no,delivered,4,494.28
3075,3075,fragile items,ev van,west,stormy,184.1,150–199 km,8,5,yes,delayed,3,993.12
3076,3076,documents,ev bike,west,clear,185.8,150–199 km,4,16,no,delivered,4,1000.58
3077,3077,clothing,bike,central,foggy,108.6,100–149 km,3,24,no,delivered,4,661.05
3078,3078,fragile items,truck,north,clear,155.7,150–199 km,6,5,yes,delayed,3,977.63
3079,3079,groceries,van,north,rainy,112.5,100–149 km,8,8,yes,delayed,3,718.3
3080,3080,documents,scooter,central,stormy,28.1,0–49 km,8,8,yes,failed,1,303.14
3081,3081,electronics,van,central,rainy,27.9,0–49 km,5,8,no,delivered,4,358.33
3082,3082,furniture,ev bike,south,hot,153,150–199 km,6,5,yes,delayed,2,823.19
3083,3083,furniture,ev van,central,stormy,279,250+ km,14,24,no,delivered,4,1482.36
3084,3084,fragile items,ev van,north,rainy,131.8,100–149 km,7,24,no,delivered,4,737.03
3085,3085,cosmetics,scooter,west,rainy,157,150–199 km,5,24,no,delivered,5,811.52
3086,3086,cosmetics,truck,south,rainy,242.8,200–249 km,13,8,yes,delayed,2,1385.37
3087,3087,furniture,truck,west,stormy,164,150–199 km,6,16,no,delivered,3,968.35
3088,3088,fragile items,scooter,central,cold,17.3,0–49 km,3,24,no,delivered,4,206.38
3089,3089,automobile parts,van,east,rainy,113.5,100–149 km,9,24,no,delivered,3,642.41
3090,3090,fragile items,van,south,cold,7.7,0–49 km,0,8,no,delivered,5,253.1
3091,3091,groceries,bike,central,stormy,276,250+ km,13,8,yes,failed,1,1532.41
3092,3092,documents,van,south,stormy,294,250+ km,15,7,yes,delayed,2,1540.4
3093,3093,electronics,van,east,rainy,67.8,50–99 km,7,24,no,delivered,4,391.92
3094,3094,automobile parts,scooter,north,foggy,163.9,150–199 km,7,16,no,delivered,5,845.03
3095,3095,cosmetics,truck,central,hot,23.8,0–49 km,2,8,no,delivered,3,291.45
3096,3096,automobile parts,ev bike,central,cold,67.1,50–99 km,2,8,no,delivered,5,581.99
3097,3097,fragile items,bike,south,stormy,27.2,0–49 km,8,24,no,delivered,3,254.41
3098,3098,groceries,van,east,clear,3.6,0–49 km,1,16,no,delivered,5,115.58
3099,3099,clothing,bike,east,stormy,196.3,150–199 km,10,24,no,delivered,5,1037.66
3100,3100,electronics,ev bike,central,rainy,131.4,100–149 km,7,8,no,delivered,4,780.94
3101,3101,fragile items,ev van,west,hot,208.9,200–249 km,4,8,no,delivered,4,1246.71
3102,3102,documents,van,north,stormy,290.9,250+ km,15,8,yes,delayed,3,1573.91
3103,3103,groceries,ev van,west,clear,268.8,250+ km,4,8,no,delivered,4,1524.07
3104,3104,fragile items,truck,east,rainy,11.8,0–49 km,6,2,yes,delayed,3,235.87
3105,3105,furniture,ev van,north,cold,123.3,100–149 km,4,4,no,delivered,4,799.22
3106,3106,automobile parts,ev van,east,cold,280.7,250+ km,8,7,yes,delayed,2,1523.76
3107,3107,furniture,truck,north,foggy,288.7,250+ km,10,16,no,delivered,3,1448.45
3108,3108,fragile items,van,south,stormy,217.4,200–249 km,11,8,yes,delayed,3,1327.01
3109,3109,clothing,ev bike,west,foggy,76.7,50–99 km,3,3,no,delivered,4,515.01
3110,3110,groceries,scooter,east,cold,129.8,100–149 km,5,8,no,delivered,4,849.47
3111,3111,clothing,scooter,east,cold,85.4,50–99 km,3,16,no,delivered,3,572.41
3112,3112,electronics,truck,south,rainy,76.9,50–99 km,6,8,no,delivered,4,501.69
3113,3113,automobile parts,scooter,central,rainy,78.3,50–99 km,6,3,yes,failed,1,563.48
3114,3114,furniture,van,south,clear,207,200–249 km,8,24,no,delivered,5,1175.04
3115,3115,groceries,ev van,central,hot,211.6,200–249 km,4,16,no,delivered,3,1077.83
3116,3116,groceries,ev bike,south,cold,171.3,150–199 km,6,24,no,delivered,5,1004.85
3117,3117,documents,ev van,south,stormy,282.2,250+ km,13,8,yes,delayed,3,1632.7206
3118,3118,clothing,ev van,west,foggy,228.5,200–249 km,9,24,no,delivered,3,1176.58
3119,3119,automobile parts,scooter,west,foggy,126.7,100–149 km,7,16,no,delivered,4,722.06
3120,3120,electronics,ev bike,east,hot,247.1,200–249 km,5,24,no,delivered,3,1300.69
3121,3121,groceries,van,west,clear,73.5,50–99 km,5,8,no,delivered,4,583.69
3122,3122,clothing,ev van,east,rainy,125.2,100–149 km,7,16,no,delivered,4,771.38
3123,3123,automobile parts,scooter,west,stormy,16.8,0–49 km,4,8,no,delivered,5,332.68
3124,3124,clothing,scooter,central,clear,274.6,250+ km,7,8,no,delivered,3,1557.27
3125,3125,groceries,ev van,central,foggy,83.5,50–99 km,3,8,no,delivered,5,627.36
3126,3126,cosmetics,scooter,west,stormy,31.7,0–49 km,6,8,no,delivered,5,406.94
3127,3127,pharmacy,truck,south,foggy,232.1,200–249 km,7,16,no,delivered,5,1161.43
3128,3128,groceries,scooter,west,rainy,283.5,250+ km,13,24,no,delivered,4,1439.19
3129,3129,pharmacy,scooter,west,hot,251.9,250+ km,10,16,no,delivered,4,1327
3130,3130,groceries,ev bike,south,cold,97.7,50–99 km,2,16,no,delivered,3,605.62
3131,3131,documents,ev bike,central,rainy,297.1,250+ km,12,16,no,delivered,4,1548.94
3132,3132,pharmacy,scooter,west,rainy,83.5,50–99 km,4,24,no,delivered,4,478.28
3133,3133,groceries,ev van,east,rainy,69.9,50–99 km,6,24,no,delivered,4,486.99
3134,3134,automobile parts,bike,north,rainy,61,50–99 km,3,24,no,delivered,5,307.91
3135,3135,furniture,bike,west,cold,5.5,0–49 km,0,2,no,delivered,3,113.95
3136,3136,cosmetics,ev van,south,hot,174.7,150–199 km,6,16,no,delivered,3,1022.57
3137,3137,documents,bike,west,hot,220.8,200–249 km,6,16,no,delivered,5,1136.79
3138,3138,pharmacy,scooter,east,foggy,182.9,150–199 km,8,8,yes,delayed,3,1126.82
3139,3139,pharmacy,bike,west,clear,160.3,150–199 km,6,5,yes,delayed,3,865
3140,3140,cosmetics,scooter,central,clear,192.8,150–199 km,6,24,no,delivered,4,976.12
3141,3141,furniture,bike,north,cold,261.5,250+ km,5,8,no,delivered,5,1459.7
3142,3142,cosmetics,van,north,rainy,93.3,50–99 km,8,24,no,delivered,4,551.94
3143,3143,electronics,scooter,west,clear,143.3,100–149 km,4,24,no,delivered,5,815.83
3144,3144,cosmetics,bike,east,stormy,270.9,250+ km,10,7,yes,delayed,2,1446.02
3145,3145,cosmetics,ev bike,west,rainy,82.1,50–99 km,3,16,no,delivered,5,470.92
3146,3146,furniture,bike,north,clear,15.1,0–49 km,2,8,no,delivered,3,318.48
3147,3147,electronics,van,central,foggy,100.5,100–149 km,4,24,no,delivered,3,523.05
3148,3148,pharmacy,scooter,south,hot,199.5,150–199 km,6,24,no,delivered,4,998.1
3149,3149,fragile items,truck,north,foggy,19.9,0–49 km,2,16,no,delivered,3,168.62
3150,3150,furniture,van,east,cold,59.7,50–99 km,4,8,no,delivered,5,543.07
3151,3151,electronics,van,central,foggy,129.9,100–149 km,4,8,no,delivered,4,879.04
3152,3152,groceries,ev bike,north,clear,113.2,100–149 km,5,4,yes,delayed,3,655.96
3153,3153,automobile parts,bike,east,cold,276.8,250+ km,9,16,no,delivered,3,1406.62
3154,3154,documents,van,central,rainy,159.4,150–199 km,8,8,yes,delayed,3,964.86
3155,3155,furniture,truck,east,foggy,266.6,250+ km,8,24,no,delivered,4,1480.84
3156,3156,groceries,ev bike,north,foggy,120.6,100–149 km,6,8,no,delivered,5,816.55
3157,3157,cosmetics,truck,south,foggy,175.3,150–199 km,11,5,yes,delayed,2,1050.31
3158,3158,groceries,ev bike,east,stormy,169.8,150–199 km,9,16,no,delivered,3,900.6
3159,3159,groceries,ev bike,west,stormy,49.1,0–49 km,5,8,no,delivered,5,391.88
3160,3160,pharmacy,ev bike,north,stormy,5.4,0–49 km,8,24,no,delivered,5,95.6674
3161,3161,pharmacy,truck,south,rainy,81.4,50–99 km,9,24,no,delivered,3,487.49
3162,3162,furniture,ev van,north,cold,16.4,0–49 km,1,24,no,delivered,3,154.18
3163,3163,documents,bike,east,foggy,224,200–249 km,10,24,no,delivered,4,1152.55
3164,3164,electronics,van,east,cold,253.8,250+ km,7,24,no,delivered,4,1287.03
3165,3165,cosmetics,ev bike,west,clear,102.9,100–149 km,4,8,no,delivered,3,711.91
3166,3166,groceries,bike,south,rainy,53.5,50–99 km,5,24,no,delivered,4,339.26
3167,3167,pharmacy,ev bike,central,hot,45.7,0–49 km,2,2,no,delivered,4,382.27
3168,3168,groceries,bike,north,rainy,153.3,150–199 km,9,5,yes,failed,1,843.98
3169,3169,fragile items,ev bike,south,stormy,133.3,100–149 km,11,8,yes,failed,2,776.58
3170,3170,cosmetics,scooter,north,rainy,283.2,250+ km,10,24,no,delivered,5,1441.71
3171,3171,groceries,ev bike,central,hot,272.4,250+ km,8,7,yes,delayed,2,1517.93
3172,3172,documents,ev bike,south,stormy,284.8,250+ km,10,16,no,delivered,5,1425.08
3173,3173,cosmetics,ev bike,north,foggy,196.2,150–199 km,7,24,no,delivered,5,1079.67
3174,3174,electronics,truck,west,rainy,254.8,250+ km,8,16,no,delivered,4,1337.48
3175,3175,electronics,ev van,central,cold,242.4,200–249 km,7,24,no,delivered,4,1346.22
3176,3176,electronics,bike,central,hot,90.1,50–99 km,4,8,no,delivered,4,632.16
3177,3177,groceries,scooter,south,foggy,185.1,150–199 km,12,5,yes,delayed,2,1089.98
3178,3178,furniture,bike,north,foggy,152.4,150–199 km,9,5,yes,delayed,3,896.63
3179,3179,documents,ev bike,south,hot,171.3,150–199 km,5,8,no,delivered,5,1046.14
3180,3180,clothing,ev van,north,clear,132.4,100–149 km,4,8,no,delivered,4,797.22
3181,3181,documents,ev van,west,hot,75.6,50–99 km,5,8,no,delivered,4,532.84
3182,3182,furniture,truck,south,hot,238.9,200–249 km,6,8,no,delivered,5,1417.35
3183,3183,documents,bike,east,hot,47.1,0–49 km,2,2,no,delivered,5,432.86
3184,3184,pharmacy,scooter,west,foggy,81.7,50–99 km,3,8,no,delivered,3,567.63
3185,3185,groceries,truck,east,foggy,244.9,200–249 km,8,24,no,delivered,5,1302.23
3186,3186,automobile parts,ev van,south,cold,269.4,250+ km,9,24,no,delivered,4,1386.18
